ukprn,provider_name,provider_type,provider_group,inspection_number,inspection_type,inspection_date,inspection_length_in_days
10005465,Richard Huish College,Sixth-form college,Colleges,ITS316619,Full Inspection,2007.10.02,1
10001004,Burton and South Derbyshire College,General further education college,Colleges,10037406,Full Inspection,2017.09.26,3
10004603,Newcastle and Stafford Colleges Group,General further education college,Colleges,10109496,Full Inspection,2019.10.22,3
10006349,Stoke-on-Trent College,General further education college,Colleges,10090576,Full Inspection,2019.10.08,3
10007431,West Suffolk College,General further education college,Colleges,ITS345803,Full Inspection,2010.05.24,4
10004116,East Coast College,General further education college,Colleges,10123113,Full Inspection,2020.02.11,3
10006398,Suffolk New College,General further education college,Colleges,10113289,Full Inspection,2019.11.12,3
10004686,North East Surrey College of Technology,General further education college,Colleges,ITS354456,Full Inspection,2010.09.27,4
10002130,East Surrey College,General further education college,Colleges,NULL,NULL,NA,NA
10000950,Brooklands College,General further education college,Colleges,10123025,Full Inspection,2019.12.10,3
10007859,Warwickshire College Group,General further education college,Colleges,10041327,Full Inspection,2018.03.13,3
10004718,North Warwickshire and South Leicestershire College,General further education college,Colleges,10109497,Full Inspection,2019.09.24,3
10004736,Greater Brighton Metropolitan College,General further education college,Colleges,10109495,Full Inspection,2019.10.08,3
10007817,Chichester College Group,General further education college,Colleges,10123112,Full Inspection,2020.03.03,3
10001550,The College of Richard Collyer In Horsham,Sixth-form college,Colleges,ITS318874,Full Inspection,2008.03.26,1
10004579,New College Swindon,General further education college,Colleges,NULL,NULL,NA,NA
10001467,City of Bristol College,General further education college,Colleges,10109471,Full Inspection,2019.11.12,3
10001475,City of Sunderland College,General further education college,Colleges,NULL,NULL,NA,NA
10000599,Beaumont College - A Salutem/Ambito College,Independent specialist college,Independent specialist colleges,10011446,Full Inspection,2016.05.04,2
10009120,Condover College Limited,Independent specialist college,Independent specialist colleges,ITS429252,Full Inspection,2014.03.19,2
10002111,East Durham College,General further education college,Colleges,ITS429161,Full Inspection,2014.02.24,4
10001867,The David Lewis Centre,Independent specialist college,Independent specialist colleges,10022625,Full Inspection,2017.05.16,2
10003867,Leicester College,General further education college,Colleges,10038360,Full Inspection,2017.12.05,3
10000796,Bolton Sixth Form College,Sixth-form college,Colleges,ITS423391,Full Inspection,2014.01.14,3
10012822,Cambian Dilston College,Independent specialist college,Independent specialist colleges,ITS408447,Full Inspection,2013.01.16,2
10002006,Communication Specialist College -  Doncaster,Independent specialist college,Independent specialist colleges,ITS429190,Full Inspection,2014.11.11,2
10002345,Education and Services for People with Autism,Independent specialist college,Independent specialist colleges,10011448,Full Inspection,2016.11.09,2
10002396,Fairfield Farm College (Fairfield Farm Trust),Independent specialist college,Independent specialist colleges,10004790,Full Inspection,2015.10.21,2
10002409,Farleigh Further Education College - Frome,Independent specialist college,Independent specialist colleges,10054630,Full Inspection,2018.11.27,2
10002546,The Fortune Centre of Riding Therapy,Independent specialist college,Independent specialist colleges,ITS388037,Full Inspection,2012.05.28,2
10002560,Foxes Academy,Independent specialist college,Independent specialist colleges,10046789,Full Inspection,2018.06.13,2
10003136,Homefield College,Independent specialist college,Independent specialist colleges,ITS423398,Full Inspection,2013.11.26,2
10003774,Landmarks,Independent specialist college,Independent specialist colleges,ITS429279,Full Inspection,2014.05.21,2
10003775,Langdon College,Independent specialist college,Independent specialist colleges,10039502,Full Inspection,2017.12.11,2
10003940,Linkage College,Independent specialist college,Independent specialist colleges,ITS408446,Full Inspection,2013.02.06,2
10012804,Cambian Lufton College,Independent specialist college,Independent specialist colleges,10109927,Full Inspection,2019.06.25,2
10004444,The Mount Camphill Community Ltd,Independent specialist college,Independent specialist colleges,ITS429193,Full Inspection,2014.07.09,2
10012810,Livability Nash College,Independent specialist college,Independent specialist colleges,10123108,Full Inspection,2020.03.04,2
10000350,Arden College,Independent specialist college,Independent specialist colleges,10090620,Full Inspection,2019.06.18,2
10004527,National Star College,Independent specialist college,Independent specialist colleges,10041326,Full Inspection,2018.01.24,2
10004841,Oakwood Court College (Phoenix Learning Care Ltd),Independent specialist college,Independent specialist colleges,10054632,Full Inspection,2018.09.11,2
10054747,Orchard Hill College of Further Education,Independent specialist college,Independent specialist colleges,10109415,Full Inspection,2019.11.26,2
10009111,Orpheus Centre,Independent specialist college,Independent specialist colleges,10041155,Full Inspection,2018.01.23,2
10005036,Pennine Camphill Community,Independent specialist college,Independent specialist colleges,10041091,Full Inspection,2018.03.19,2
10005151,Portland College,Independent specialist college,Independent specialist colleges,ITS429097,Full Inspection,2014.03.19,2
10005320,Queen Alexandra College,Independent specialist college,Independent specialist colleges,ITS365906,Full Inspection,2011.06.14,3
10008456,Regent College,Independent specialist college,Independent specialist colleges,ITS429194,Full Inspection,2014.02.05,2
10027384,Sense College Loughborough,Independent specialist college,Independent specialist colleges,ITS423402,Full Inspection,2013.11.19,2
10024771,Exeter Royal Academy for Deaf Education,Independent specialist college,Independent specialist colleges,10089282,Full Inspection,2019.01.15,2
10025915,Freeman College,Independent specialist college,Independent specialist colleges,10109427,Full Inspection,2019.09.17,2
10025914,Glasshouse College,Independent specialist college,Independent specialist colleges,10011454,Full Inspection,2016.05.17,2
10005748,Sense College,Independent specialist college,Independent specialist colleges,10022598,Full Inspection,2017.02.07,2
10006159,St Elizabeth's Centre,Independent specialist college,Independent specialist colleges,10037408,Full Inspection,2017.11.21,2
10006199,St. John's College (Brighton),Independent specialist college,Independent specialist colleges,10054636,Full Inspection,2018.10.16,2
10006374,Strathmore College,Independent specialist college,Independent specialist colleges,10109486,Full Inspection,2019.10.22,2
10009777,Thornbeck College - North East Autism Society,Independent specialist college,Independent specialist colleges,10011568,Full Inspection,2016.06.14,2
10012825,Wesc Foundation College,Independent specialist college,Independent specialist colleges,10054634,Full Inspection,2018.11.14,2
10027379,Cambian Wing College,Independent specialist college,Independent specialist colleges,10011456,Full Inspection,2016.11.15,2
10007527,Wiltshire College,General further education college,Colleges,ITS447349,Full Inspection,2015.06.08,4
10007031,Treloar College,Independent specialist college,Independent specialist colleges,10021343,Short inspection Conversion,2016.12.06,2
10009069,Dorton College of Further Education,Independent specialist college,Independent specialist colleges,10054635,Full Inspection,2018.09.12,2
10009031,Ruskin Mill College,Independent specialist college,Independent specialist colleges,ITS447351,Full Inspection,2015.05.18,2
10003088,Richmond and Hillcroft Adult and Community College (Rhacc),Institute for adult learning,Adult community education providers,10123117,Full Inspection,2020.01.14,3
10005558,Royal National College for the Blind,Independent specialist college,Independent specialist colleges,10022586,Full Inspection,2017.03.14,2
10001929,Derwen College,Independent specialist college,Independent specialist colleges,10011457,Full Inspection,2016.04.20,2
